x,y
1.0,4.983570765056164
1.3877551020408163,2.7780662492461174
1.7755102040816326,7.677218200707544
2.163265306122449,13.02331254734625
2.5510204081632653,5.206784146791483
2.9387755102040813,6.176253990764301
3.326530612244898,16.2123906081492
3.7142857142857144,13.12288793147883
4.1020408163265305,7.907730111141564
4.489795918367347,13.93729001384819
4.877551020408163,9.876789086958095
5.26530612244898,10.834616538271165
5.653061224489796,15.34246441905466
6.040816326530612,5.535639593037539
6.428571428571429,7.44683940886341
6.816326530612245,14.22937868032575
7.204081632653061,12.946048479960531
7.591836734693877,20.55082849971106
7.979591836734693,15.408859214230677
8.36734693877551,13.85684884026232
8.755102040816325,29.215998946648583
9.142857142857142,21.728261354710177
9.53061224489796,24.164171635684518
9.918367346938775,17.672177436279654
10.306122448979592,23.043392499823067
10.693877551020408,27.28930682610035
11.081632653061224,21.949113745541545
11.46938775510204,30.55195947948346
11.857142857142858,26.63966369326312
12.244897959183673,29.153776148992797
12.63265306122449,28.57309959191424
13.020408163265305,41.812411330707945
13.408163265306122,33.45292203957563
13.795918367346939,29.201241273587847
14.183673469387754,39.571908233985326
14.571428571428571,30.32435317871632
14.959183673469386,38.442277158697244
15.346938775510203,28.568996319376634
15.73469387755102,32.6958044493854
16.122448979591837,41.29042862832521
16.51020408163265,44.96784310405868
16.89795918367347,43.101739365133525
17.285714285714285,42.63604430234451
17.6734693877551,42.67815499144131
18.06122448979592,37.76045127265266
18.448979591836736,42.523227937618294
18.83673469387755,44.78864287989494
19.224489795918366,53.346835620890495
19.612244897959183,50.748703692740264
20.0,41.18479922318633
